Life Satisfaction,wea,web,wec,wed,wee,wef,weg,weh,wei,wej,income,OldChild,SmallChild,job,gender,employ,children_,state,confirmed_x,deaths_x,school_closing_x,workplace_closing_x,cancel_events_x,gatherings_restrictions_x,transport_closing_x,stay_home_restrictions_x,internal_movement_restrictions_x,testing_policy_x,contact_tracing_x,demo_age,demo_marital_status_2017,No. Children
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MN,32031,1393,3,1,2,3,0,1,1,2,1,61,Married,1
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MO,17201,948,3,1,2,4,0,1,1,2,1,44,Married,3
5,No,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Utilities,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MO,17201,948,3,1,2,4,0,1,1,2,1,59,Married,0
8,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MO,17201,948,3,1,2,4,0,1,1,2,1,32,Married,0
7,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Middle-Income,,,Community/Social Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,49840,1197,3,2,1,3,1,1,1,2,1,56,Married,0
9,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,1,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NC,49840,1197,3,2,1,3,1,1,1,2,1,63,Separated,1
6,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,49840,1197,3,2,1,3,1,1,1,2,1,56,Married,0
5,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Middle-Income,,,College or University,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,49840,1197,3,2,1,3,1,1,1,2,1,33,Married,0
6,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,1,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,49840,1197,3,2,1,3,1,1,1,2,1,53,Married,1
6,No,No,No,No,No,Yes,No,No,No,No,Low-Income,,1,College or University,Male,Employed part-time (i.e. worked less than 35-hours for pay),Yes,NC,49840,1197,3,2,1,3,1,1,1,2,1,32,Married,1
6,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Middle-Income,,,Arts/Design/Entertainment/Sports/Media,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,49840,1197,3,2,1,3,1,1,1,2,1,65,Married,0
8,No,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NE,17415,240,3,2,2,4,1,1,1,3,1,61,Married,0
7,No,Yes,No,Yes,No,No,No,No,No,Yes,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NE,17415,240,3,2,2,4,1,1,1,3,1,49,Married,0
6,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Middle-Income,,,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,NJ,169181,14585,3,2,1,3,1,1,1,3,1,27,Single/Never been married,0
8,No,Yes,No,Yes,Yes,No,No,No,No,No,Middle-Income,1,1,Utilities,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NJ,169181,14585,3,2,1,3,1,1,1,3,1,50,Divorced,3
10 - Best possible,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,169181,14585,3,2,1,3,1,1,1,3,1,61,Married,0
5,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Middle-Income,,1,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NJ,169181,14585,3,2,1,3,1,1,1,3,1,35,Married,2
7,No,No,No,Yes,No,No,No,No,No,No,Middle-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,169181,14585,3,2,1,3,1,1,1,3,1,64,Married,0
6,No,No,Yes,No,No,No,No,Yes,No,No,High-Income,,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,169181,14585,3,2,1,3,1,1,1,3,1,35,Single/Never been married,0
6,No,No,No,No,No,No,No,No,No,No,Middle-Income,,1,Law,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NJ,169181,14585,3,2,1,3,1,1,1,3,1,34,Married,2
7,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,High-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,169181,14585,3,2,1,3,1,1,1,3,1,60,Married,0
8,No,No,No,No,No,No,Yes,No,No,Yes,High-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,169181,14585,3,2,1,3,1,1,1,3,1,34,Domestic partnership/Living with partner (not legally married),0
7,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NM,10260,464,3,2,2,4,2,1,2,3,2,52,Married,0
9,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Middle-Income,1,,Hospitality,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NV,12486,491,3,1,2,3,0,1,1,2,2,53,Divorced,1
5,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,0,1,Finance,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,386556,24686,3,2,2,4,1,1,1,3,2,39,Married,3
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,386556,24686,3,2,2,4,1,1,1,3,2,61,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,386556,24686,3,2,2,4,1,1,1,3,2,63,Divorced,0
6,No,No,No,Yes,No,No,Yes,No,No,Yes,Middle-Income,,,Government or Public Policy,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,NY,386556,24686,3,2,2,4,1,1,1,3,2,73,Married,0
9,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Middle-Income,1,0,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,386556,24686,3,2,2,4,1,1,1,3,2,45,Married,2
6,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,High-Income,,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,386556,24686,3,2,2,4,1,1,1,3,2,24,Single/Never been married,0
2,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,386556,24686,3,2,2,4,1,1,1,3,2,46,Married,0
10 - Best possible,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Finance,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,NY,386556,24686,3,2,2,4,1,1,1,3,2,65,Domestic partnership/Living with partner (not legally married),0
9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Middle-Income,1,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,386556,24686,3,2,2,4,1,1,1,3,2,56,Married,1
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,386556,24686,3,2,2,4,1,1,1,3,2,54,Married,0
6,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,1,1,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,386556,24686,3,2,2,4,1,1,1,3,2,54,Married,1
7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,High-Income,,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,386556,24686,3,2,2,4,1,1,1,3,2,79,Married,0
8,No,No,No,No,No,No,No,No,No,No,Middle-Income,1,1,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OH,43731,2667,3,2,2,4,0,1,1,3,2,44,Married,3
6,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,1,1,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,,43731,2667,3,2,2,4,0,1,1,3,2,40,Divorced,1
7,Yes,No,No,No,Yes,Yes,No,No,No,No,High-Income,1,,"Agriculture, Forestry, Fishing, and Hunting",Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OH,43731,2667,3,2,2,4,0,1,1,3,2,55,Married,2
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,43731,2667,3,2,2,4,0,1,1,3,2,30,Domestic partnership/Living with partner (not legally married),0
8,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,1,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OH,43731,2667,3,2,2,4,0,1,1,3,2,33,Married,2
8,Yes,No,No,No,No,Yes,No,No,No,No,Low-Income,,,Retail,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,43731,2667,3,2,2,4,0,1,1,3,2,59,Single/Never been married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,OK,9706,367,3,1,1,3,0,1,1,3,1,67,Married,0
6,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Middle-Income,1,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OK,9706,367,3,1,1,3,0,1,1,3,1,52,Married,1
7,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,1,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OK,9706,367,3,1,1,3,0,1,1,3,1,36,Married,3
7,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OK,9706,367,3,1,1,3,0,1,1,3,1,75,Married,1
6,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Low-Income,,1,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OR,6572,188,3,2,2,3,0,1,1,1,1,41,Domestic partnership/Living with partner (not legally married),1
6,No,No,No,No,No,No,No,No,No,No,Middle-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OR,6572,188,3,2,2,3,0,1,1,1,1,26,Single/Never been married,0
8,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,High-Income,1,0,Real Estate,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,OR,6572,188,3,2,2,3,0,1,1,1,1,47,Married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Law,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,59,Separated,0
8,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,1,0,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,45,Married,1
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,PA,80762,6399,3,2,2,3,1,1,1,2,1,46,Divorced,2
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,PA,80762,6399,3,2,2,3,1,1,1,2,1,44,Domestic partnership/Living with partner (not legally married),2
8,Yes,No,No,No,No,Yes,No,No,No,Yes,Middle-Income,1,1,Hospitality,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,PA,80762,6399,3,2,2,3,1,1,1,2,1,38,Married,2
3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,34,Don't know,0
7,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Middle-Income,,1,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,PA,80762,6399,3,2,2,3,1,1,1,2,1,38,Married,1
7,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,63,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,54,Married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,51,Domestic partnership/Living with partner (not legally married),1
6,No,No,No,Yes,No,No,No,No,No,No,Middle-Income,,,Warehousing/Logistics,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,34,Married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Low-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,26,Domestic partnership/Living with partner (not legally married),0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Manufacturing,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,80762,6399,3,2,2,3,1,1,1,2,1,38,Married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,RI,16413,894,3,2,2,3,0,1,2,3,1,66,Married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,SC,22631,639,3,1,1,0,0,1,1,2,2,63,Married,0
8,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,1,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,SC,22631,639,3,1,1,0,0,1,1,2,2,36,Married,2
5,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,Transportation,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,SD,6158,81,3,1,1,0,0,1,1,2,1,68,Married,0
10 - Best possible,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Middle-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,34017,515,3,2,2,3,1,1,1,3,1,59,Married,0
5,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Low-Income,,,Construction,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,TN,34017,515,3,2,2,3,1,1,1,3,1,75,Married,0
7,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Middle-Income,0,1,Real Estate,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TN,34017,515,3,2,2,3,1,1,1,3,1,36,Married,2
6,No,Yes,No,Yes,No,No,No,No,Yes,Yes,High-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,34017,515,3,2,2,3,1,1,1,3,1,30,Married,0
7,No,Yes,No,No,No,No,No,No,No,No,High-Income,1,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,34017,515,3,2,2,3,1,1,1,3,1,62,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,Other; please specify,Male,Employed part-time (i.e. worked less than 35-hours for pay),Yes,TX,103305,2140,3,1,2,0,0,1,1,2,1,39,Married,2
8,No,No,No,No,Yes,Yes,Yes,No,No,No,Middle-Income,1,1,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,103305,2140,3,1,2,0,0,1,1,2,1,46,Domestic partnership/Living with partner (not legally married),3
7,No,No,No,No,No,No,Yes,No,No,No,Middle-Income,,,Real Estate,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,TX,103305,2140,3,1,2,0,0,1,1,2,1,72,Widowed,0
6,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,High-Income,0,1,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,103305,2140,3,1,2,0,0,1,1,2,1,37,Married,1
5,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Middle-Income,,,Hospitality,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,103305,2140,3,1,2,0,0,1,1,2,1,32,Married,0
6,Yes,No,No,No,No,Yes,No,Yes,No,No,Low-Income,,,Transportation,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,TX,103305,2140,3,1,2,0,0,1,1,2,1,66,Divorced,0
8,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,,1,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,103305,2140,3,1,2,0,0,1,1,2,1,51,Married,2
7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Middle-Income,,1,Community/Social Services,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,TX,103305,2140,3,1,2,0,0,1,1,2,1,35,Married,2
8,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Middle-Income,,,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,103305,2140,3,1,2,0,0,1,1,2,1,33,Single/Never been married,0
6,Yes,Yes,No,No,No,No,Yes,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,103305,2140,3,1,2,0,0,1,1,2,1,66,Divorced,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,Utilities,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,UT,16425,155,3,1,2,3,0,1,1,2,2,44,Married,4
9,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,UT,16425,155,3,1,2,3,0,1,1,2,2,63,Divorced,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,UT,16425,155,3,1,2,3,0,1,1,2,2,37,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,UT,16425,155,3,1,2,3,0,1,1,2,2,64,Married,0
8,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,High-Income,1,,Manufacturing,Male,Employed part-time (i.e. worked less than 35-hours for pay),Yes,UT,16425,155,3,1,2,3,0,1,1,2,2,57,Married,1
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,VA,56793,1602,3,2,2,3,0,1,2,3,1,51,Divorced,2
6,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,56793,1602,3,2,2,3,0,1,2,3,1,44,Domestic partnership/Living with partner (not legally married),0
8,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,0,1,K-12 Education,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,VA,56793,1602,3,2,2,3,0,1,2,3,1,30,Married,2
7,No,No,No,Yes,No,Yes,No,No,No,No,High-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,56793,1602,3,2,2,3,0,1,2,3,1,53,Divorced,0
9,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,High-Income,,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,56793,1602,3,2,2,3,0,1,2,3,1,60,Married,0
8,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,56793,1602,3,2,2,3,0,1,2,3,1,54,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,56793,1602,3,2,2,3,0,1,2,3,1,24,Single/Never been married,0
6,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Middle-Income,1,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,56793,1602,3,2,2,3,0,1,2,3,1,57,Married,0
6,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,1,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,VA,56793,1602,3,2,2,3,0,1,2,3,1,32,Married,2
6,No,Yes,No,Yes,No,No,No,No,No,Yes,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,56793,1602,3,2,2,3,0,1,2,3,1,62,Married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,VT,1143,56,3,1,2,3,0,1,2,3,2,54,Married,1
8,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,1,1,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,VT,1143,56,3,1,2,3,0,1,2,3,2,52,Married,1
9,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,,,College or University,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,WA,29045,1245,3,2,2,4,1,1,1,2,1,78,Married,0
7,Yes,Yes,No,No,No,Yes,No,No,No,No,High-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,29045,1245,3,2,2,4,1,1,1,2,1,57,Married,0
6,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,29045,1245,3,2,2,4,1,1,1,2,1,60,Married,0
7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Middle-Income,,,"Agriculture, Forestry, Fishing, and Hunting",Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,29045,1245,3,2,2,4,1,1,1,2,1,34,Married,0
7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Low-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,29045,1245,3,2,2,4,1,1,1,2,1,66,Single/Never been married,0
7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Low-Income,1,,Hospitality,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,WA,29045,1245,3,2,2,4,1,1,1,2,1,26,Single/Never been married,0
7,Yes,No,No,Yes,No,Yes,No,No,No,Yes,High-Income,,1,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,WA,29045,1245,3,2,2,4,1,1,1,2,1,37,Domestic partnership/Living with partner (not legally married),2
6,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Middle-Income,,,Construction,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,26913,730,3,1,1,2,1,1,1,3,2,60,Married,0
8,Yes,No,No,Yes,No,No,No,No,No,No,High-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,26913,730,3,1,1,2,1,1,1,3,2,61,Married,0
4,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Low-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,26913,730,3,1,1,2,1,1,1,3,2,70,Single/Never been married,0
8,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,,1,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,WI,26913,730,3,1,1,2,1,1,1,3,2,37,Married,3
8,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Middle-Income,,1,Community/Social Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,WI,26913,730,3,1,1,2,1,1,1,3,2,36,Married,2
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,26913,730,3,1,1,2,1,1,1,3,2,67,Divorced,0
6,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Insurance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,26913,730,3,1,1,2,1,1,1,3,2,40,Single/Never been married,0
5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Low-Income,,,Arts/Design/Entertainment/Sports/Media,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,26913,730,3,1,1,2,1,1,1,3,2,34,Domestic partnership/Living with partner (not legally married),0
6,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Middle-Income,,,Real Estate,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WV,2435,88,3,2,2,3,0,1,1,1,2,56,Married,0
8,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Middle-Income,,,Law,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WY,1173,20,3,1,1,2,2,1,1,2,1,28,Single/Never been married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,WY,1173,20,3,1,1,2,2,1,1,2,1,39,Married,3
6,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Middle-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AK,750,12,3,1,1,2,0,1,1,2,2,37,Single/Never been married,0
7,Yes,No,No,No,Yes,Yes,No,No,No,No,Low-Income,1,1,Retail,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,AL,29549,838,3,1,1,0,1,1,1,3,2,57,Widowed,1
10 - Best possible,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,AR,15142,224,3,2,1,3,1,1,1,3,1,65,Married,0
4,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Utilities,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AR,15142,224,3,2,1,3,1,1,1,3,1,72,Married,0
8,Yes,No,No,Yes,No,Yes,No,No,No,No,High-Income,1,0,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AR,15142,224,3,2,1,3,1,1,1,3,1,41,Married,1
6,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Middle-Income,,,"Agriculture, Forestry, Fishing, and Hunting",Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,49798,1338,3,1,2,0,0,1,1,2,2,64,Single/Never been married,0
5,No,Yes,No,No,Yes,Yes,Yes,No,No,No,High-Income,,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,49798,1338,3,1,2,0,0,1,1,2,2,42,Married,0
